"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1936858677584994555","Sun Jun 22 18:47:48 +0000 2025","0","Russia started war with Ukraine prices za unga zikapanda Uhuru kujaribu kuambia wakenya it's because of that war Kasongo akasema kwani sisi tuko Russia.Guess what Iran vs Israel war will now affect Fuel Prices lakini we must blame President Ruto juu hatuko Israel.Gotha tena .","1936858677584994555","","","in","","0","0","0","https://x.com/undefined/status/1936858677584994555","3304621679",
"1936315705252532473","Sun Jun 22 18:40:28 +0000 2025","4","@tanyarlfes Israel nyata2 menarik USA untuk perang melawan iran. https://t.co/XS75Twg3Y8","1936856834226172311","","tanyarlfes","in","","0","0","2","https://x.com/undefined/status/1936856834226172311","1765829130493296640",
"1936754316620279868","Sun Jun 22 18:15:23 +0000 2025","0","@enaktaux gue juga sibuk liat tim pdd jj in war iran israel","1936850519198478572","","enaktaux","in","","0","1","0","https://x.com/undefined/status/1936850519198478572","1139854171765477378",
"1936849826916044865","Sun Jun 22 18:12:38 +0000 2025","0"," Iran Vs Israel US War Marco Rubio: * Hum China Ko Keh Rahy Hen K Wo Iran Pr Pressure Daly K Iran Strait of Harmouz Band Na Kry","1936849826916044865","","","in","","0","0","0","https://x.com/undefined/status/1936849826916044865","1827650723204534272",
"1936849713439052192","Sun Jun 22 18:12:11 +0000 2025","0"," Iran Vs Israel US War Anchor To Rubio: * Aap Ny Kaha K Ayatollah Ny Nuclear Bomb Banany Ka Kabhi Order Nhi Kiya To Phr Attack Kyu? Marco Rubio: * Ye Ek Bewaqofana Sawal Hy * Iran Space Program Kyu Chala Raha Hy Kya Usy Chaand Pr Jana Hy Nhi.. Wo ICBM (Missile) Banan","1936849713439052192","","","in","","0","0","0","https://x.com/undefined/status/1936849713439052192","1827650723204534272",
"1936849669625192570","Sun Jun 22 18:12:00 +0000 2025","324","Soon utasikia kuna Kenyans wameekwa kama soldiers in Israel-Iran war","1936849669625192570","","","in","","2","20","115","https://x.com/undefined/status/1936849669625192570","1236976081753845760",
"1936710898879721797","Sun Jun 22 18:07:34 +0000 2025","0","@Sheetal2242 Ye pehle israil ko Barbad krke America ko milkar marenge iran+Russia+uttarKorea=world war 3 #Iran #IranVsIsrael #Israel #Trump","1936848551247822986","","Sheetal2242","in","","0","0","0","https://x.com/undefined/status/1936848551247822986","1534008845898772480",
"1936840953425527211","Sun Jun 22 17:37:22 +0000 2025","0"," Iran Vs Israel US WAR Strait of Harmouz: * Iraninan Parliament Ny Strait of Harmouz Ko Bnd Krny Ki Qarardad Manzoor Kr Li * Akhri Fesla IRGC Kry Gi (Kb Or Kesy Band Krna Hy) _______________ Europe Brbad Ho Kr Reh Jae Ga Europe K Pehly Hi Halat Kharab Hen Or Waha Pr Rehny https://t.co/HJzswdLCLQ","1936840953425527211","https://pbs.twimg.com/media/GuEKkJnXUAAco7s.jpg","","in","","0","0","0","https://x.com/undefined/status/1936840953425527211","1827650723204534272",
"1936509140630724881","Sun Jun 22 17:29:54 +0000 2025","0","@ManojSh28986262 Purani video hai.. bsd..k. Views followers ke liye isse Iran Israel war ka na bata dena","1936839072926118003","","ManojSh28986262","in","","0","0","0","https://x.com/undefined/status/1936839072926118003","120078710",
"1936837327919423804","Sun Jun 22 17:22:58 +0000 2025","0","Operasi Rahasia Rising Lion : Mossad Lumpuhkan Komando Udara Iran di Teheran - FaktaX Home https://t.co/0L8ONJOIAh #IranVsIsrael #IsraeliranWar #Iran #Israel #War","1936837327919423804","","","in","","0","0","0","https://x.com/undefined/status/1936837327919423804","1923574093737320448",
"1936835306478588030","Sun Jun 22 17:14:56 +0000 2025","2","Israel- Iran war in Hindi - India News; my views https://t.co/zv7MLiHm9L","1936835306478588030","","","in","","0","0","0","https://x.com/undefined/status/1936835306478588030","1443598210493157376",
"1936805794248315056","Sun Jun 22 16:52:41 +0000 2025","1","@meshackmutie27 @mwizikhafila grok alidai eti ni ufala tu cheki basi.. @grok what's the childish part of Iran n Israel war","1936829708110275053","","meshackmutie27","in","","0","1","0","https://x.com/undefined/status/1936829708110275053","1860750431669919744",
"1936828922777178355","Sun Jun 22 16:49:34 +0000 2025","4","Hii war kati ya Israel na Iran itabidi @Kimuzi wakue deported back to Kenya na ministry of foreign affairs.","1936828922777178355","","","in","","0","0","2","https://x.com/undefined/status/1936828922777178355","1492364478540832772",
"1936642716676600147","Sun Jun 22 16:02:18 +0000 2025","0","@arunv2808 Iran oil diya Israel war mein help. Dono ne muft nhi kuch kiya Dono ke India se ache relations","1936817028435996764","","arunv2808","in","","0","0","0","https://x.com/undefined/status/1936817028435996764","1622206033149186049",
"1936816589904740440","Sun Jun 22 16:00:34 +0000 2025","0","Fitnah and Foresight | Israel &amp; Iran War | Jumuah Khutbah | Shaykh Dr. Y... https://t.co/jmkNzS6wNx via @YouTube","1936816589904740440","","","in","","0","0","0","https://x.com/undefined/status/1936816589904740440","1909193873391271936",
"1936812140020859312","Sun Jun 22 15:42:53 +0000 2025","0","Cartoon de Mr. Fish (EUA) 2025-06-22. #Iran #Israel #War - https://t.co/j75tCpfjZ1","1936812140020859312","https://pbs.twimg.com/media/GuDwX54WMAAN59q.jpg","","in","","0","0","0","https://x.com/undefined/status/1936812140020859312","1382233471414898692",
"1936315705252532473","Sun Jun 22 15:25:32 +0000 2025","0","@tanyarlfes Sebelum tahun 2020 udah diprediksi bakal ada war antara iran vs israel/amerika","1936807777390981396","","tanyarlfes","in","","0","0","0","https://x.com/undefined/status/1936807777390981396","715983823",
"1936804225016811558","Sun Jun 22 15:16:06 +0000 2025","0","Bisa jadi Iran akan memainkan langkah menggunakan proksinya (Proxy War) atau Perang asimetris spt Hezbollah Houthi atau Milisi Syiah yg masing-masing bisa menyerang Israel atau logistik nya Amerika di timur tengah.","1936805401137443288","","geopsychology","in","","0","1","0","https://x.com/undefined/status/1936805401137443288","1855973958279196672",
"1936803555861737903","Sun Jun 22 15:08:46 +0000 2025","5","Eeeh hii war ya Iran US na Israel inafanya watu wengi wamekua war experts. Nimetukana an Attorney hukoo Yues nikiwa kwa Bunker yangu pale Malindi kwa chocha","1936803555861737903","","","in","","0","2","0","https://x.com/undefined/status/1936803555861737903","707204613204787201",
"1936788569387049371","Sun Jun 22 14:51:18 +0000 2025","0","@FrustIndian USA mc ne kiya hain .Iran or israel ki war main saala pagal india ko pareshan kr rha h bkl #Trump #IranIsraelConflict #IsraeliranWar #IsraelIranConflict","1936799160696799270","","FrustIndian","in","","0","0","0","https://x.com/undefined/status/1936799160696799270","1924015352263942144",
